,DHSID_EA,water_index
69,IA-2015-7-00030145,4.225836547561631
70,IA-2015-7-00030182,4.552210851781707
71,IA-2015-7-00030195,4.432669670692916
72,IA-2015-7-00030202,4.246714258853249
73,IA-2015-7-00030207,3.213821038220896
74,IA-2015-7-00030217,4.623266962724551
75,IA-2015-7-00030275,4.586762786736527
76,IA-2015-7-00030278,4.470068085200415
77,IA-2015-7-00030279,4.178586243580815
78,IA-2015-7-00030291,4.043885164845264
79,IA-2015-7-00030294,4.585286317158402
80,IA-2015-7-00030303,3.3659723881242303
81,IA-2015-7-00030310,4.138216662116614
82,IA-2015-7-00030326,4.129211237947897
83,IA-2015-7-00030331,4.377420220166087
84,IA-2015-7-00030332,4.317570299383046
85,IA-2015-7-00030365,3.142192546808021
86,IA-2015-7-00030367,4.172808500357336
87,IA-2015-7-00030371,4.244556184497634
88,IA-2015-7-00030383,3.713249108910319
89,IA-2015-7-00030393,3.5284520647386604
90,IA-2015-7-00030396,4.018522323153383
91,IA-2015-7-00030421,3.5635036739994823
92,IA-2015-7-00030428,3.7537000471063373
93,IA-2015-7-00030434,4.441364410783952
94,IA-2015-7-00030448,4.255438869933274
95,IA-2015-7-00030449,4.280321281603298
96,IA-2015-7-00030452,4.457067404858368
97,IA-2015-7-00030463,3.0068310824760642
98,IA-2015-7-00030470,4.285269563815493
99,IA-2015-7-00030477,3.3107974997810765
100,IA-2015-7-00030478,3.2874734287413903
101,IA-2015-7-00030492,3.04815661632306
102,IA-2015-7-00030502,3.693046195059802
103,IA-2015-7-00030525,4.198353741567094
104,IA-2015-7-00030539,4.525631146321331
105,IA-2015-7-00030552,4.070400936105248
106,IA-2015-7-00030561,4.5069306973536545
107,IA-2015-7-00030569,4.242962176064386
108,IA-2015-7-00030585,4.4467169593884766
109,IA-2015-7-00030590,3.885599122860312
110,IA-2015-7-00030614,3.7347740095468436
111,IA-2015-7-00030619,4.172598703150689
112,IA-2015-7-00030631,4.360776007749946
113,IA-2015-7-00030656,4.10158235255772
114,IA-2015-7-00030664,4.149835001014239
115,IA-2015-7-00030668,4.351979711168726
116,IA-2015-7-00030722,4.258946451382154
117,IA-2015-7-00030726,4.3119315929009305
118,IA-2015-7-00030748,4.56718249334276
119,IA-2015-7-00030763,3.039440761042753
120,IA-2015-7-00030764,3.8428722308528718
121,IA-2015-7-00030786,3.740811280510553
122,IA-2015-7-00030809,4.0432622715831155
123,IA-2015-7-00030810,4.375032235389626
124,IA-2015-7-00030827,3.77310289072901
125,IA-2015-7-00030833,4.021310490935594
126,IA-2015-7-00040029,3.5347519616735172
127,IA-2015-7-00040054,4.06799881997386
128,IA-2015-7-00040056,3.231544541588317
129,IA-2015-7-00040077,3.078600076656897
130,IA-2015-7-00040078,3.9169597853076152
131,IA-2015-7-00040080,3.113429157710012
132,IA-2015-7-00040087,3.445662056403802
133,IA-2015-7-00040132,3.6027347894018105
134,IA-2015-7-00040178,4.261046349803178
135,IA-2015-7-00040181,3.6231519305401805
136,IA-2015-7-00040183,3.250098810105436
137,IA-2015-7-00040214,3.575488663361812
138,IA-2015-7-00040215,3.530384211058255
139,IA-2015-7-00040219,2.9989592792737354
140,IA-2015-7-00040224,3.610369443435006
141,IA-2015-7-00040245,3.608833428868646
142,IA-2015-7-00040250,3.5333591069893147
143,IA-2015-7-00040256,3.9069988244920015
144,IA-2015-7-00040267,3.5410926122003796
145,IA-2015-7-00040268,3.188353638076387
146,IA-2015-7-00040274,3.24544755826104
147,IA-2015-7-00040276,3.1027803895887227
148,IA-2015-7-00040281,4.4596262218684775
149,IA-2015-7-00040292,2.727116872194119
150,IA-2015-7-00040305,3.2034499138895822
151,IA-2015-7-00040310,2.9214169798279768
152,IA-2015-7-00040311,3.2156324473928346
153,IA-2015-7-00040322,3.0790326232026937
154,IA-2015-7-00040351,3.344619349245321
155,IA-2015-7-00040359,3.5195952004491136
156,IA-2015-7-00040361,3.4767376641567815
157,IA-2015-7-00040365,3.26318073962493
158,IA-2015-7-00040389,3.658081709139597
159,IA-2015-7-00040395,3.5330838056259766
160,IA-2015-7-00040397,3.695112515642171
161,IA-2015-7-00040404,3.3917727872073264
162,IA-2015-7-00040405,3.68151503325098
163,IA-2015-7-00040420,3.6353967956586457
164,IA-2015-7-00040433,2.620284236165279
165,IA-2015-7-00040435,3.2386275608530295
166,IA-2015-7-00040445,2.894301871852209
167,IA-2015-7-00040451,3.4424923697958056
168,IA-2015-7-00040460,3.291831965013901
169,IA-2015-7-00040462,3.2747226675639705
170,IA-2015-7-00040477,3.3612955297676765
171,IA-2015-7-00040488,2.7521045116369467
172,IA-2015-7-00040489,3.2040588133778325
173,IA-2015-7-00040517,2.9908808040317445
174,IA-2015-7-00040519,3.4457392673699134
175,IA-2015-7-00040546,3.7084102303451574
176,IA-2015-7-00040561,3.166836522225432
177,IA-2015-7-00040570,3.563200299097604
178,IA-2015-7-00040575,3.15324726845352
179,IA-2015-7-00040579,3.2174315029523126
180,IA-2015-7-00040580,3.396556062789472
181,IA-2015-7-00040583,3.8027474914930965
182,IA-2015-7-00040602,2.999544894167929
183,IA-2015-7-00040615,2.8595190299756044
184,IA-2015-7-00040628,3.4708986123214465
185,IA-2015-7-00040647,3.1210155708259766
186,IA-2015-7-00040683,3.003794105109446
187,IA-2015-7-00040686,2.7674100344630364
188,IA-2015-7-00040702,4.143374049101366
189,IA-2015-7-00040717,4.288520132804936
190,IA-2015-7-00040736,2.839128679184359
191,IA-2015-7-00040746,3.6238144902243214
192,IA-2015-7-00040750,3.336169712964759
193,IA-2015-7-00040759,3.230127762829454
194,IA-2015-7-00040776,3.751516272672152
195,IA-2015-7-00040796,2.982826210761241
196,IA-2015-7-00040801,3.029751472614242
197,IA-2015-7-00040808,3.2095582900223456
198,IA-2015-7-00040813,3.631673865102342
199,IA-2015-7-00040823,3.6732296762393597
200,IA-2015-7-00040824,3.3093380803018047
201,IA-2015-7-00040825,3.5580544075493985
202,IA-2015-7-00040828,3.2846312668967887
203,IA-2015-7-00040834,3.1657896007286808
204,IA-2015-7-00040841,2.949271280237811
205,IA-2015-7-00040845,3.5131956074001733
206,IA-2015-7-00040849,3.1209600489008995
207,IA-2015-7-00040858,3.3124962333792864
208,IA-2015-7-00040862,4.314306804586941
209,IA-2015-7-00040873,3.725776762376281
210,IA-2015-7-00040881,3.0102301481188674
211,IA-2015-7-00040889,4.341520392126371
212,IA-2015-7-00040897,2.943719491427921
213,IA-2015-7-00040902,3.304821813262491
214,IA-2015-7-00040927,2.9327242321967435
215,IA-2015-7-00040931,3.1533600859540147
216,IA-2015-7-00040962,4.720206309305328
217,IA-2015-7-00040979,3.426730728948434
218,IA-2015-7-00040994,3.006425795233922
219,IA-2015-7-00040998,3.719306333182635
220,IA-2015-7-00041023,4.324897292040171
221,IA-2015-7-00041028,3.55614123484737
222,IA-2015-7-00041031,2.96873079173751
223,IA-2015-7-00041061,3.0741412810684334
224,IA-2015-7-00041118,3.8754605059718865
225,IA-2015-7-00041123,3.482086064724496
226,IA-2015-7-00041124,3.3109685214019344
227,IA-2015-7-00041133,3.280265033550365
228,IA-2015-7-00041134,3.3704933996767354
229,IA-2015-7-00041141,3.5096710496569683
230,IA-2015-7-00041143,2.8185878190815323
231,IA-2015-7-00041161,3.6133975427263465
232,IA-2015-7-00041163,2.7494244570672297
233,IA-2015-7-00041165,3.0023973519538423
234,IA-2015-7-00041183,2.866668512050643
235,IA-2015-7-00041196,3.5106343240513813
236,IA-2015-7-00041198,4.232794589882299
237,IA-2015-7-00041209,4.365410089658655
238,IA-2015-7-00041216,3.0314782843846166
239,IA-2015-7-00041229,3.4381492553277195
240,IA-2015-7-00041235,3.366353502689754
241,IA-2015-7-00041242,3.696598155276243
242,IA-2015-7-00041245,3.3098879693206746
243,IA-2015-7-00041260,3.8324868560056684
244,IA-2015-7-00050003,2.96470721448819
245,IA-2015-7-00050005,4.602972943351107
246,IA-2015-7-00050014,3.558260762545225
247,IA-2015-7-00050022,2.7059933234317692
248,IA-2015-7-00050026,2.7340028213649212
249,IA-2015-7-00050028,3.5393010948604826
250,IA-2015-7-00050049,2.8048094659104805
251,IA-2015-7-00050055,3.346918400134987
252,IA-2015-7-00050056,2.78155325784102
253,IA-2015-7-00050068,3.3855980044114697
254,IA-2015-7-00050079,3.3719919494396775
255,IA-2015-7-00050093,4.5378698151251555
256,IA-2015-7-00050098,2.8176787259821325
257,IA-2015-7-00050105,2.8125602308162416
258,IA-2015-7-00050110,3.2233311379344802
259,IA-2015-7-00050128,3.60531094832905
260,IA-2015-7-00050136,3.361388697440776
261,IA-2015-7-00050151,2.8483788022348473
262,IA-2015-7-00050164,4.4312991199306735
263,IA-2015-7-00050165,3.5961469828432806
264,IA-2015-7-00050176,3.082789025728462
265,IA-2015-7-00050198,2.8948600751940243
266,IA-2015-7-00050204,3.638048655315518
267,IA-2015-7-00050211,3.140011355721381
268,IA-2015-7-00050217,3.1333420600077893
269,IA-2015-7-00050220,2.881804615236429
270,IA-2015-7-00050230,3.1321607152749644
271,IA-2015-7-00050234,4.443683242009752
272,IA-2015-7-00050235,3.272359558644655
273,IA-2015-7-00050246,3.3221944754533097
274,IA-2015-7-00050253,3.504016256554732
275,IA-2015-7-00050255,3.2043256052825404
276,IA-2015-7-00050259,2.920294668120534
277,IA-2015-7-00050261,3.1261189257955437
278,IA-2015-7-00050265,4.111889023737649
279,IA-2015-7-00050295,3.007097589250514
280,IA-2015-7-00050299,4.399310703192809
281,IA-2015-7-00050302,2.951831807677042
282,IA-2015-7-00050323,2.9515787815082732
283,IA-2015-7-00050329,3.428003762424736
284,IA-2015-7-00050330,2.880727652679812
285,IA-2015-7-00050344,2.7796097142993323
286,IA-2015-7-00050372,3.429581769818818
287,IA-2015-7-00050388,3.21574600136888
288,IA-2015-7-00050416,2.647277753248504
289,IA-2015-7-00050442,3.7532127932140638
290,IA-2015-7-00050449,2.929205067171432
291,IA-2015-7-00050456,3.16657530516302
292,IA-2015-7-00050459,3.231948995236923
293,IA-2015-7-00050460,3.1315070499279134
294,IA-2015-7-00050488,3.0449349124123817
295,IA-2015-7-00050490,4.171674729742785
296,IA-2015-7-00050504,3.022365183641537
297,IA-2015-7-00050508,4.575954783841954
298,IA-2015-7-00050510,3.011470742715105
299,IA-2015-7-00050545,3.1492923978023897
300,IA-2015-7-00050551,3.2649015402318313
301,IA-2015-7-00050552,3.0217796456974493
302,IA-2015-7-00050559,3.2283071661967817
303,IA-2015-7-00050566,3.1452464795624677
304,IA-2015-7-00050574,2.921755982938507
305,IA-2015-7-00050602,3.100245105593157
306,IA-2015-7-00050605,3.1006020947279507
307,IA-2015-7-00050612,3.354346000507221
308,IA-2015-7-00050625,2.9256044032140145
309,IA-2015-7-00050630,3.025818283445215
310,IA-2015-7-00050674,3.0741576185087043
311,IA-2015-7-00050682,3.073769030651507
312,IA-2015-7-00050685,3.0054363848609267
313,IA-2015-7-00050690,3.5575681511569814
314,IA-2015-7-00050702,3.0291332268043405
315,IA-2015-7-00050706,3.3980658828725225
316,IA-2015-7-00050711,3.050861388182819
317,IA-2015-7-00050717,3.4089855887003857
318,IA-2015-7-00050718,3.0327981554080727
319,IA-2015-7-00050722,3.0450721836493706
320,IA-2015-7-00050734,4.151285971726863
321,IA-2015-7-00050737,2.8945014571237753
322,IA-2015-7-00050739,3.003629103621444
323,IA-2015-7-00050742,3.2102388097683563
324,IA-2015-7-00050758,3.6597956681141586
325,IA-2015-7-00050780,3.036896621857008
326,IA-2015-7-00050786,3.2321682140908745
327,IA-2015-7-00050793,3.311288419562529
328,IA-2015-7-00050802,2.991919747894639
329,IA-2015-7-00050815,3.3604802868607484
330,IA-2015-7-00050825,3.5511189969649157
331,IA-2015-7-00050837,2.8501180835361715
332,IA-2015-7-00050863,3.9482518751413562
333,IA-2015-7-00050870,3.1900603678195085
334,IA-2015-7-00050877,3.599917813505147
335,IA-2015-7-00050881,3.140969915230804
336,IA-2015-7-00050886,2.6529201810347462
337,IA-2015-7-00050889,2.9201996317975945
338,IA-2015-7-00050899,2.6096881347599794
339,IA-2015-7-00050908,2.921120124789636
340,IA-2015-7-00050921,3.3727364024984556
341,IA-2015-7-00050922,3.0475803364358454
342,IA-2015-7-00050931,3.5268540857583717
343,IA-2015-7-00050940,3.100717442220438
344,IA-2015-7-00050971,3.6282970009844924
345,IA-2015-7-00050973,2.981267758687643
346,IA-2015-7-00050995,2.971969785669337
347,IA-2015-7-00051012,3.569726637401528
348,IA-2015-7-00051015,4.214495241103893
349,IA-2015-7-00051023,3.8211139068475104
350,IA-2015-7-00051055,3.1785302353413836
351,IA-2015-7-00051057,2.945107580884102
352,IA-2015-7-00051085,3.4817907155252015
353,IA-2015-7-00051115,2.739093617585606
354,IA-2015-7-00051123,3.725171625666334
355,IA-2015-7-00051124,3.106212653341753
356,IA-2015-7-00051125,3.476059858243555
357,IA-2015-7-00051128,2.807747695906057
358,IA-2015-7-00051136,3.3232417239918055
359,IA-2015-7-00051178,3.0061534710356783
360,IA-2015-7-00051183,3.128650005469882
361,IA-2015-7-00051186,3.239487184795047
362,IA-2015-7-00051191,2.9332716250709105
363,IA-2015-7-00051204,3.0366783260941923
364,IA-2015-7-00051210,3.0579398558492086
365,IA-2015-7-00051213,3.03126127490994
366,IA-2015-7-00051217,3.5291353546956596
367,IA-2015-7-00051218,3.138480443229185
368,IA-2015-7-00051241,2.869594530844524
369,IA-2015-7-00051245,3.035056667001547
370,IA-2015-7-00051249,2.993772368780593
371,IA-2015-7-00051250,3.6754738060596774
372,IA-2015-7-00051269,2.806027381417315
373,IA-2015-7-00051278,3.6907757323374515
374,IA-2015-7-00051305,2.709333702573178
375,IA-2015-7-00051306,3.288438528180808
376,IA-2015-7-00051310,2.737813398517831
377,IA-2015-7-00051319,3.3925163699383885
378,IA-2015-7-00051336,2.9759788583466396
379,IA-2015-7-00051340,3.1887262290741565
380,IA-2015-7-00051344,2.989101457043624
381,IA-2015-7-00051375,3.5963017278257188
382,IA-2015-7-00051405,3.2548279804598645
383,IA-2015-7-00051407,3.449902242038036
384,IA-2015-7-00051441,2.8712290849361626
385,IA-2015-7-00051479,3.012164133278802
386,IA-2015-7-00051488,3.0429514819973056
387,IA-2015-7-00051509,3.228837525770381
388,IA-2015-7-00051518,3.586865756906805
389,IA-2015-7-00051525,2.861530066332404
390,IA-2015-7-00051531,3.822238497806964
391,IA-2015-7-00051535,3.0340301345816574
392,IA-2015-7-00051538,3.3683606057572186
393,IA-2015-7-00051541,3.147016423585734
394,IA-2015-7-00051557,3.058482672355219
395,IA-2015-7-00051588,2.8019969882773843
396,IA-2015-7-00051594,3.076877894528937
397,IA-2015-7-00051596,2.990660832651974
398,IA-2015-7-00051607,3.0169987234820597
399,IA-2015-7-00051608,2.95716832054364
400,IA-2015-7-00051615,3.286495941568015
401,IA-2015-7-00051621,3.2868076977114544
402,IA-2015-7-00051647,2.7906847828154833
403,IA-2015-7-00051662,4.022378829199496
404,IA-2015-7-00051665,3.1571617064892794
405,IA-2015-7-00051701,2.8590721541571176
406,IA-2015-7-00051702,2.9726287739209645
407,IA-2015-7-00051720,3.002132126263557
408,IA-2015-7-00051736,3.1749421763204095
409,IA-2015-7-00051756,3.172981839433269
410,IA-2015-7-00051767,2.85690227540603
411,IA-2015-7-00060007,4.806040127149425
412,IA-2015-7-00060048,4.869370858837446
413,IA-2015-7-00070016,4.100193948494841
414,IA-2015-7-00070022,3.602333245432035
415,IA-2015-7-00070024,3.1472164750913048
416,IA-2015-7-00070026,4.1025899561786225
417,IA-2015-7-00070028,3.5741696258757094
418,IA-2015-7-00070044,4.2725366775713285
419,IA-2015-7-00070077,3.59477195103666
420,IA-2015-7-00070183,3.101812159525351
421,IA-2015-7-00070196,3.8942030113155677
422,IA-2015-7-00070235,3.9234284115514413
423,IA-2015-7-00070261,3.7833237035868748
424,IA-2015-7-00070293,4.455570279882648
425,IA-2015-7-00070299,2.9812094295794065
426,IA-2015-7-00070300,4.2862576756180335
427,IA-2015-7-00070318,3.6433411124555253
428,IA-2015-7-00070332,2.901294994803351
429,IA-2015-7-00070334,4.53879909324279
430,IA-2015-7-00070340,3.077219155386604
431,IA-2015-7-00070343,3.4701064494820293
432,IA-2015-7-00070345,3.05525026701062
433,IA-2015-7-00070346,4.2934056247939685
434,IA-2015-7-00070347,4.059218406770332
435,IA-2015-7-00070350,4.5882727412070174
436,IA-2015-7-00070358,4.3006111093533015
437,IA-2015-7-00070366,3.694453088329025
438,IA-2015-7-00070369,4.42922646334696
439,IA-2015-7-00070375,3.808055713836358
440,IA-2015-7-00070385,3.674493600607857
441,IA-2015-7-00070386,3.244457042911218
442,IA-2015-7-00070405,4.05418326994496
443,IA-2015-7-00070431,4.113082172340886
444,IA-2015-7-00070442,4.458819603349692
445,IA-2015-7-00070444,3.3036962830461003
446,IA-2015-7-00070449,4.28419470690565
447,IA-2015-7-00070455,3.4323960418957284
448,IA-2015-7-00070471,3.2827095975681986
449,IA-2015-7-00070477,4.447862480570301
450,IA-2015-7-00070482,3.5816355198620915
451,IA-2015-7-00070534,4.550688680902657
452,IA-2015-7-00070545,3.1731427044340017
453,IA-2015-7-00070547,3.2419077290028566
454,IA-2015-7-00070570,3.3942542404013025
455,IA-2015-7-00070584,3.5241571479882627
456,IA-2015-7-00070599,4.028672004667127
457,IA-2015-7-00070603,4.5662874770466555
458,IA-2015-7-00070639,3.9579542199297317
459,IA-2015-7-00070645,4.348216651976005
460,IA-2015-7-00070646,3.4495499209527836
461,IA-2015-7-00070654,3.458944086584025
462,IA-2015-7-00070656,4.2354370163628685
463,IA-2015-7-00070669,3.737685440294237
464,IA-2015-7-00070670,4.6379103678475255
465,IA-2015-7-00070684,4.147059718970194
466,IA-2015-7-00070694,3.3549338781407565
467,IA-2015-7-00070701,3.3707598199621014
468,IA-2015-7-00070706,3.432704959446076
469,IA-2015-7-00070721,3.1745251260905842
470,IA-2015-7-00070728,4.22839128122725
471,IA-2015-7-00070731,3.607795754382177
472,IA-2015-7-00070736,3.434587166792516
473,IA-2015-7-00070786,4.358217890570615
474,IA-2015-7-00070825,3.05572943617762
475,IA-2015-7-00070850,3.3079146801547847
476,IA-2015-7-00070851,3.1868678232911978
477,IA-2015-7-00070852,3.0704557715329237
478,IA-2015-7-00070854,5.0143708797101345
479,IA-2015-7-00070856,5.078852233239694
480,IA-2015-7-00070861,4.036939872840004
481,IA-2015-7-00070874,3.4726125691884238
482,IA-2015-7-00070882,4.654185318218728
483,IA-2015-7-00070886,3.663945718351477
484,IA-2015-7-00070890,4.561453081845865
485,IA-2015-7-00070893,4.56236216432992
486,IA-2015-7-00070895,3.743128973735138
487,IA-2015-7-00070903,3.4572872233262273
488,IA-2015-7-00070907,3.281286045823465
489,IA-2015-7-00070913,4.878694854505931
490,IA-2015-7-00070923,3.3090674780595437
491,IA-2015-7-00070926,3.5245861282430706
492,IA-2015-7-00070927,3.9109228340765094
493,IA-2015-7-00070932,3.3941134798521997
494,IA-2015-7-00070938,3.952233025770253
495,IA-2015-7-00070940,3.9004913731433244
496,IA-2015-7-00070943,3.52973545426167
497,IA-2015-7-00070946,3.4538401381734403
498,IA-2015-7-00070954,2.950278725898013
499,IA-2015-7-00070968,3.634158466850994
500,IA-2015-7-00070975,3.345857193653813
501,IA-2015-7-00070983,3.5540380005583794
502,IA-2015-7-00070989,3.6394583293945977
503,IA-2015-7-00071003,4.2570535844668065
504,IA-2015-7-00071008,4.73801087091057
505,IA-2015-7-00071032,3.83459736394775
506,IA-2015-7-00071048,3.974257653364344
507,IA-2015-7-00080012,3.8125337139411917
508,IA-2015-7-00080055,3.3737829938263557
509,IA-2015-7-00080091,3.785625905157406
510,IA-2015-7-00090001,4.561445375985752
511,IA-2015-7-00090039,4.808286070441742
512,IA-2015-7-00090064,5.004656362565247
513,IA-2015-7-00090101,4.923373135565533
514,IA-2015-7-00090127,4.8113029912748955
515,IA-2015-7-00100002,5.119434155511668
516,IA-2015-7-00100018,4.825508565986588
517,IA-2015-7-00100024,5.164974015858374
518,IA-2015-7-00100085,4.97330685814615
519,IA-2015-7-00100101,4.614369404500668
520,IA-2015-7-00100105,5.122195913472602
521,IA-2015-7-00100127,5.144017283990081
522,IA-2015-7-00100151,4.136822607055786
523,IA-2015-7-00110007,3.7964864341239863
524,IA-2015-7-00110020,4.884354274162153
525,IA-2015-7-00110023,4.752824152480667
526,IA-2015-7-00110027,3.8452883922527783
527,IA-2015-7-00110055,3.7779381953198548
528,IA-2015-7-00110060,4.281367858697528
529,IA-2015-7-00110078,4.76711471271018
530,IA-2015-7-00110083,4.851548886818711
531,IA-2015-7-00110088,3.8235189960120564
532,IA-2015-7-00110095,4.992281062070151
533,IA-2015-7-00110104,5.020120214094575
534,IA-2015-7-00110130,4.281890047830504
535,IA-2015-7-00110134,3.4803519893463815
536,IA-2015-7-00110141,3.4741658590615008
537,IA-2015-7-00110144,5.272906482743973
538,IA-2015-7-00110164,4.2944378277527715
539,IA-2015-7-00110165,3.65342775870338
540,IA-2015-7-00110181,3.7744037514547295
541,IA-2015-7-00110191,5.121262751938377
542,IA-2015-7-00110213,5.0494199649488145
543,IA-2015-7-00110227,5.081749659256546
544,IA-2015-7-00110236,3.8798264989773643
545,IA-2015-7-00110250,3.8657756998388177
546,IA-2015-7-00110272,4.51138436469571
547,IA-2015-7-00110284,4.987187775306942
548,IA-2015-7-00110299,3.700591922876297
549,IA-2015-7-00110300,3.802393347093954
550,IA-2015-7-00110306,5.320192386505178
551,IA-2015-7-00110311,5.000545710508849
552,IA-2015-7-00110346,4.614314564239019
553,IA-2015-7-00110350,3.4541722195867717
554,IA-2015-7-00110369,3.725964198679896
555,IA-2015-7-00110385,3.5600671185479813
556,IA-2015-7-00110401,4.9809367560514985
557,IA-2015-7-00110405,3.6490265118218574
558,IA-2015-7-00110423,3.7895658415648263
559,IA-2015-7-00110428,4.69643612305959
560,IA-2015-7-00110431,4.776420429923418
561,IA-2015-7-00110441,5.159456441353742
562,IA-2015-7-00110449,4.307277771003221
563,IA-2015-7-00110469,4.191750866307257
564,IA-2015-7-00110484,4.303025513736671
565,IA-2015-7-00110492,4.733396102384347
566,IA-2015-7-00110493,4.793406987423826
567,IA-2015-7-00110502,3.652943410640952
568,IA-2015-7-00110540,4.414989108915014
569,IA-2015-7-00110547,4.933282144002185
570,IA-2015-7-00110562,4.600160255994938
571,IA-2015-7-00110565,4.0929138920890455
572,IA-2015-7-00110575,3.5099258905224437
573,IA-2015-7-00110577,5.169264192961325
574,IA-2015-7-00110589,4.98609532505535
575,IA-2015-7-00110597,3.9487064576428486
576,IA-2015-7-00110598,4.105750027288548
577,IA-2015-7-00110603,4.4914760657262685
578,IA-2015-7-00110627,3.5488851706479263
579,IA-2015-7-00110631,4.432378846901238
580,IA-2015-7-00110648,3.3683782455027855
581,IA-2015-7-00110651,5.203112384309818
582,IA-2015-7-00110666,4.87551883273357
583,IA-2015-7-00110676,4.9208916019704505
584,IA-2015-7-00110687,4.41470722615645
585,IA-2015-7-00110691,3.3842972177224384
586,IA-2015-7-00110704,4.877127864919183
587,IA-2015-7-00110723,4.1973525507034495
588,IA-2015-7-00110724,4.892431281131317
589,IA-2015-7-00110731,5.031791682531861
590,IA-2015-7-00110736,4.644160616408083
591,IA-2015-7-00110744,5.160733020358237
592,IA-2015-7-00110746,4.8982869969719705
593,IA-2015-7-00110764,4.586812419375061
594,IA-2015-7-00110772,5.089417003255258
595,IA-2015-7-00110779,4.844490541229249
596,IA-2015-7-00110782,4.607493806792832
597,IA-2015-7-00110803,4.937403021041982
598,IA-2015-7-00110819,4.897097841834178
599,IA-2015-7-00110828,3.898297644681653
600,IA-2015-7-00110833,4.57430305220337
601,IA-2015-7-00110846,5.101292586550266
602,IA-2015-7-00110848,4.196651077078256
603,IA-2015-7-00110865,5.008896178434441
604,IA-2015-7-00110875,5.169948144495589
605,IA-2015-7-00110881,3.906652408957852
606,IA-2015-7-00110896,4.809588446591301
607,IA-2015-7-00110904,4.114538545232712
608,IA-2015-7-00110910,4.346019251428113
609,IA-2015-7-00110911,5.134750565475809
610,IA-2015-7-00110917,4.763595548665848
611,IA-2015-7-00110920,3.9563744948383026
612,IA-2015-7-00110946,3.704747296958913
613,IA-2015-7-00110952,3.966328525785398
614,IA-2015-7-00110954,4.211270254444459
615,IA-2015-7-00110955,5.245125717768521
616,IA-2015-7-00110976,4.708643432120239
617,IA-2015-7-00110979,4.036000221944052
618,IA-2015-7-00110999,3.386891476566378
619,IA-2015-7-00111003,4.156917977491863
620,IA-2015-7-00111019,4.881669891372635
621,IA-2015-7-00111027,4.889777437506449
622,IA-2015-7-00111041,4.949499730809508
